UserID;FullName;DateOfBirth;Sex
"0528";"George Carter";"1979-10-19";"Male"
"0529";"Benjamin Roosevelt";"1970-04-05";"Female"
"0530";"Bill Carter";"1982-06-28";"Male"
"0531";"Ulysses Van Buren";"1972-06-23";"Male"
"0532";"Richard Monroe";"1985-12-22";"Male"
"0533";"John Jefferson";"1988-07-08";"Male"
"0534";"Harry Carter";"1981-07-13";"Female"
"0535";"Dwight Truman";"1980-02-15";"Female"
"0536";"Woodrow Hayes";"1972-10-09";"Female"
"0537";"Lyndon Grant";"1987-05-03";"Female"
"0538";"Millard Harding";"1989-11-24";"Male"
"0539";"Martin Truman";"1977-08-15";"Male"
"0540";"Ulysses Monroe";"1990-02-22";"Male"
"0541";"Dwight Reagan";"1975-09-07";"Male"
"0542";"Franklin Nixon";"1980-02-10";"Male"
"0543";"Thomas McKinley";"1988-02-09";"Male"
"0544";"Dwight Taylor";"1972-02-05";"Female"
"0545";"Calvin Johnson";"1986-03-26";"Female"
"0546";"James Ford";"1988-06-13";"Female"
"0547";"Harry Taft";"1986-09-06";"Male"
"0548";"Richard Lincoln";"1990-07-28";"Female"
"0549";"Millard Johnson";"1990-05-30";"Female"
"0550";"Calvin Garfield";"1979-05-07";"Female"
"0551";"Warren Fillmore";"1977-04-29";"Male"
"0552";"Dwight Harrison";"1972-11-08";"Male"
"0553";"Rutherford Jefferson";"1977-02-11";"Male"
"0554";"George Taft";"1977-11-22";"Male"
"0555";"Ulysses Clinton";"1976-06-22";"Male"
"0556";"Thomas Carter";"1979-01-30";"Female"
"0557";"Chester Clinton";"1977-04-27";"Female"
"0558";"Theodore Harrison";"1981-07-31";"Female"
"0559";"Bill Grant";"1972-12-18";"Female"
"0560";"Calvin Grant";"1977-05-17";"Male"
"0561";"George Cleveland";"1972-01-08";"Female"
"0562";"Andrew Nixon";"1974-07-07";"Male"
"0563";"William Clinton";"1987-03-08";"Male"
"0564";"Ronald Hayes";"1974-02-09";"Male"
"0565";"Martin Johnson";"1976-02-28";"Female"
"0566";"Zachary Quincy";"1978-02-13";"Male"
"0567";"Ulysses Arthur";"1986-03-17";"Female"
"0568";"Grover Roosevelt";"1986-04-15";"Male"
"0569";"Millard Taylor";"1971-01-11";"Female"
"0570";"Warren Tyler";"1972-06-16";"Female"
"0571";"Chester Johnson";"1970-01-26";"Male"
"0572";"Lyndon Fillmore";"1973-03-21";"Female"
"0573";"Thomas Kennedy";"1986-12-21";"Female"
"0574";"Theodore Wilson";"1984-09-27";"Female"
"0575";"Franklin Taft";"1990-07-17";"Male"
"0576";"Warren Coolidge";"1976-08-09";"Female"
"0577";"Richard Coolidge";"1977-06-07";"Male"
"0578";"Warren Carter";"1986-08-18";"Female"
"0579";"Ulysses Nixon";"1982-08-12";"Female"
"0580";"Richard McKinley";"1974-05-12";"Female"
"0581";"George McKinley";"1987-01-07";"Female"
"0582";"William McKinley";"1989-02-21";"Male"
"0583";"Chester Nixon";"1975-03-10";"Female"
"0584";"Ulysses Eisenhower";"1979-03-10";"Female"
"0585";"George Adams";"1973-10-15";"Female"
"0586";"Warren Grant";"1975-10-13";"Female"
"0587";"Ulysses Truman";"1981-10-30";"Male"
"0588";"Ulysses Garfield";"1970-11-22";"Male"
"0589";"Gerald Jackson";"1970-12-11";"Male"
"0590";"William Harding";"1989-08-14";"Female"
"0591";"George Wilson";"1979-12-24";"Female"
"0592";"Bill Cleveland";"1974-01-30";"Female"
"0593";"Benjamin Nixon";"1984-11-12";"Female"
"0594";"Grover Lincoln";"1974-08-18";"Male"
"0595";"Bill Eisenhower";"1983-08-02";"Female"
"0596";"Martin Truman";"1977-06-16";"Female"
"0597";"Thomas Roosevelt";"1974-11-13";"Female"
"0598";"Ulysses Adams";"1973-06-06";"Female"
"0599";"Millard Adams";"1979-03-05";"Female"
"0600";"Franklin Clinton";"1978-07-31";"Female"
"0601";"Harry Eisenhower";"1980-11-23";"Male"
"0602";"Richard Tyler";"1971-02-23";"Female"
"0603";"Grover Clinton";"1975-01-31";"Female"
"0604";"Herbert Carter";"1981-03-24";"Female"
"0605";"Bill Taylor";"1987-06-01";"Male"
"0606";"John Buchanan";"1982-08-03";"Female"
"0607";"Richard Madison";"1990-12-25";"Female"
"0608";"Calvin Taft";"1973-01-12";"Female"
"0609";"Millard McKinley";"1988-08-25";"Female"
"0610";"William Adams";"1973-05-22";"Female"
"0611";"Millard Cleveland";"1980-12-06";"Female"
"0612";"Jimmy Fillmore";"1970-02-09";"Male"
"0613";"Gerald Adams";"1970-10-28";"Male"
"0614";"Thomas Nixon";"1979-02-10";"Male"
"0615";"Benjamin Roosevelt";"1975-10-21";"Male"
"0616";"William Roosevelt";"1986-09-14";"Female"
"0617";"Ulysses Van Buren";"1985-03-15";"Female"
"0618";"Jimmy Madison";"1980-06-08";"Male"
"0619";"Andrew Lincoln";"1974-05-25";"Male"
"0620";"Ulysses Monroe";"1984-11-19";"Female"
"0621";"Chester Monroe";"1989-08-09";"Female"
"0622";"Calvin Grant";"1982-11-23";"Female"
"0623";"Millard Hoover";"1973-06-24";"Male"
"0624";"Ulysses Jackson";"1978-03-29";"Male"
"0625";"Lyndon Garfield";"1973-06-13";"Female"
"0626";"Herbert Lincoln";"1976-05-08";"Female"
"0627";"Thomas Roosevelt";"1981-10-07";"Female"
"0628";"Abraham Coolidge";"1979-06-22";"Male"
"0629";"Franklin Adams";"1987-07-16";"Male"
"0630";"Millard Truman";"1973-10-08";"Male"
"0631";"Lyndon Grant";"1990-01-27";"Male"
"0632";"William Grant";"1990-07-18";"Male"
"0633";"William Harrison";"1971-09-26";"Male"
"0634";"Chester Harrison";"1987-03-28";"Male"
"0635";"Harry Carter";"1976-12-25";"Female"
"0636";"John McKinley";"1971-09-03";"Male"
"0637";"Bill Adams";"1976-10-20";"Male"
"0638";"Gerald Jackson";"1978-06-02";"Female"
"0639";"Thomas Pierce";"1989-12-01";"Male"
"0640";"Lyndon Van Buren";"1973-02-08";"Male"
"0641";"Grover Eisenhower";"1970-02-23";"Male"
"0642";"Calvin Hoover";"1973-10-19";"Male"
"0643";"John Grant";"1987-11-16";"Male"
"0644";"Rutherford Fillmore";"1985-02-19";"Male"
"0645";"Warren Hayes";"1980-08-17";"Female"
"0646";"Gerald Polk";"1970-03-14";"Male"
"0647";"Rutherford Coolidge";"1975-12-26";"Female"
"0648";"Herbert Tyler";"1972-02-04";"Male"
"0649";"James Harrison";"1974-04-24";"Female"
"0650";"Lyndon Madison";"1987-12-16";"Female"
"0651";"William Hayes";"1979-09-20";"Female"
"0652";"Benjamin Garfield";"1981-06-29";"Male"
"0653";"Martin Johnson";"1978-10-16";"Female"
"0654";"Abraham Grant";"1971-01-25";"Male"
"0655";"Warren Nixon";"1978-10-28";"Female"
"0656";"Bill Monroe";"1986-09-26";"Female"
"0657";"Ronald Pierce";"1989-10-14";"Male"
"0658";"Benjamin Cleveland";"1977-06-16";"Female"
"0659";"Zachary Truman";"1989-12-12";"Female"
"0660";"Herbert Harrison";"1986-09-14";"Male"
"0661";"John Harrison";"1984-09-22";"Male"
"0662";"Herbert Washington";"1973-02-06";"Female"
"0663";"Warren Cleveland";"1989-08-08";"Male"
"0664";"Andrew Washington";"1971-11-10";"Male"
"0665";"Woodrow Taft";"1973-05-25";"Female"
"0666";"Calvin Johnson";"1971-07-06";"Male"
"0667";"Harry Carter";"1985-03-18";"Male"
"0668";"Grover Van Buren";"1970-03-22";"Female"
"0669";"Rutherford Coolidge";"1989-03-11";"Female"
"0670";"Rutherford McKinley";"1974-05-18";"Male"
"0671";"John Roosevelt";"1983-01-09";"Female"
"0672";"Theodore Jackson";"1988-07-05";"Male"
"0673";"Harry Roosevelt";"1972-01-08";"Female"
"0674";"John Quincy";"1978-11-20";"Male"
"0675";"Jimmy Cleveland";"1988-02-19";"Female"
"0676";"James Madison";"1985-06-28";"Female"
"0677";"Martin Taft";"1972-09-16";"Female"
"0678";"Calvin Tyler";"1988-03-05";"Male"
"0679";"Theodore Van Buren";"1971-02-06";"Female"
"0680";"Bill Jefferson";"1985-02-13";"Female"
"0681";"Abraham Johnson";"1981-10-06";"Male"
"0682";"George Tyler";"1985-01-18";"Male"
"0683";"Rutherford Coolidge";"1976-06-18";"Female"
"0684";"Woodrow Cleveland";"1972-11-06";"Female"
"0685";"Theodore Fillmore";"1984-03-11";"Female"
"0686";"Theodore Pierce";"1973-10-05";"Female"
"0687";"Dwight Jefferson";"1971-02-11";"Male"
"0688";"Martin Cleveland";"1977-08-17";"Female"
"0689";"Richard Adams";"1989-07-17";"Male"
"0690";"Richard Coolidge";"1978-03-08";"Male"
"0691";"Ulysses Clinton";"1986-06-10";"Female"
"0692";"Harry Harrison";"1974-11-06";"Male"
"0693";"Grover Roosevelt";"1973-07-21";"Male"
"0694";"Ronald Polk";"1978-03-09";"Female"
"0695";"Thomas Eisenhower";"1986-03-27";"Male"
"0696";"John Taft";"1974-06-02";"Female"
"0697";"Abraham Ford";"1971-05-23";"Male"
"0698";"Herbert Tyler";"1981-04-05";"Female"
"0699";"Jimmy Lincoln";"1975-08-16";"Female"
"0700";"Rutherford Tyler";"1986-08-02";"Female"
"0701";"Lyndon Grant";"1974-02-23";"Female"
"0702";"Gerald Truman";"1985-12-12";"Female"
"0703";"Richard Taft";"1976-08-06";"Male"
"0704";"Harry Johnson";"1984-02-25";"Female"
"0705";"Jimmy Johnson";"1984-02-12";"Male"
"0706";"Benjamin Eisenhower";"1988-06-22";"Male"
"0707";"Millard Hayes";"1971-06-14";"Female"
"0708";"Benjamin Carter";"1970-08-05";"Female"
"0709";"Thomas Cleveland";"1976-05-03";"Male"
"0710";"Harry Garfield";"1986-05-21";"Female"
"0711";"Ronald Taft";"1971-10-27";"Male"
"0712";"Ronald Garfield";"1987-09-28";"Male"
"0713";"Rutherford Nixon";"1988-02-19";"Male"
"0714";"Calvin Washington";"1982-09-08";"Female"
"0715";"Theodore Johnson";"1987-04-22";"Female"
"0716";"James Harding";"1983-04-09";"Male"
"0717";"Gerald Washington";"1972-08-09";"Male"
"0718";"Millard Harrison";"1976-02-09";"Female"
"0719";"Chester Nixon";"1977-04-09";"Male"
"0720";"Bill Pierce";"1971-01-16";"Male"
"0721";"Gerald Harrison";"1989-07-14";"Female"
"0722";"Rutherford Carter";"1984-09-17";"Male"
"0723";"Chester Wilson";"1990-11-16";"Male"
"0724";"James Ford";"1987-01-15";"Male"
"0725";"Grover Hoover";"1987-11-23";"Female"
"0726";"Franklin McKinley";"1975-12-11";"Female"
"0727";"Grover Carter";"1982-08-07";"Female"
"0728";"Abraham Taft";"1973-01-16";"Male"
"0729";"Andrew Jackson";"1981-09-16";"Male"
"0730";"George Quincy";"1985-08-11";"Female"
"0731";"Richard Ford";"1984-01-06";"Male"
"0732";"Benjamin McKinley";"1977-08-21";"Male"
"0733";"Martin Washington";"1977-03-18";"Male"
"0734";"Herbert Harrison";"1979-02-15";"Female"
"0735";"Warren Truman";"1987-04-07";"Male"
"0736";"Franklin Ford";"1983-08-31";"Male"
"0737";"Rutherford Madison";"1970-03-05";"Male"
"0738";"Andrew Fillmore";"1975-04-13";"Female"
"0739";"Harry Truman";"1985-06-18";"Female"
"0740";"Zachary Johnson";"1990-03-05";"Female"
"0741";"Bill Coolidge";"1981-08-06";"Female"
"0742";"Millard Pierce";"1983-09-23";"Male"
"0743";"Franklin Adams";"1984-02-18";"Female"
"0744";"Franklin Nixon";"1971-05-23";"Female"
"0745";"Calvin Monroe";"1970-05-15";"Male"
"0746";"Martin Grant";"1971-01-05";"Female"
"0747";"Herbert Roosevelt";"1986-02-12";"Male"
"0748";"George Eisenhower";"1972-12-31";"Female"
"0749";"Andrew McKinley";"1973-01-06";"Female"
"0750";"Ulysses Reagan";"1973-07-27";"Female"
"0751";"Ronald McKinley";"1973-05-10";"Female"
"0752";"Abraham Madison";"1990-04-24";"Male"
"0753";"Bill Adams";"1978-07-07";"Male"
"0754";"Theodore Polk";"1975-11-17";"Male"
"0755";"Harry Roosevelt";"1972-09-08";"Male"
"0756";"Ulysses Johnson";"1985-05-28";"Male"
"0757";"Dwight Washington";"1978-10-21";"Female"
"0758";"Lyndon Washington";"1990-01-25";"Male"
"0759";"Grover Johnson";"1979-02-09";"Male"
"0760";"Zachary Garfield";"1985-06-06";"Male"
"0761";"Herbert Reagan";"1983-12-02";"Female"
"0762";"Lyndon Washington";"1970-01-08";"Female"
"0763";"Richard Grant";"1973-12-05";"Female"
"0764";"Theodore Harrison";"1983-09-26";"Female"
"0765";"John Nixon";"1989-08-31";"Male"
"0766";"Thomas Madison";"1980-11-02";"Male"
"0767";"Zachary Johnson";"1983-11-30";"Female"
"0768";"Andrew Coolidge";"1970-03-09";"Male"
"0769";"Bill Eisenhower";"1970-03-21";"Male"
"0770";"Harry Hayes";"1980-03-28";"Male"
"0771";"Warren Taft";"1983-10-26";"Female"
"0772";"Ulysses Carter";"1977-06-15";"Male"
"0773";"Zachary Cleveland";"1979-06-07";"Male"
"0774";"James Truman";"1976-12-01";"Male"
"0775";"Gerald Garfield";"1973-08-08";"Female"
"0776";"John Roosevelt";"1974-07-27";"Female"
"0777";"Rutherford Cleveland";"1984-06-22";"Male"
"0778";"Andrew Coolidge";"1984-06-26";"Male"
"0779";"Zachary Johnson";"1978-05-10";"Female"
"0780";"Lyndon Harding";"1977-03-07";"Female"
"0781";"Gerald Johnson";"1970-12-30";"Female"
"0782";"Franklin Monroe";"1979-12-24";"Male"
"0783";"Lyndon Cleveland";"1976-02-17";"Female"
"0784";"Rutherford Lincoln";"1986-05-17";"Female"
"0785";"Andrew Tyler";"1980-03-09";"Female"
"0786";"Gerald Monroe";"1980-02-14";"Male"
"0787";"Gerald Kennedy";"1974-10-24";"Male"
"0788";"Woodrow Grant";"1980-11-04";"Male"
"0789";"Andrew Grant";"1983-03-10";"Male"
"0790";"Harry Garfield";"1974-12-05";"Male"
"0791";"Abraham Madison";"1982-11-02";"Male"
"0792";"Ulysses Hayes";"1987-05-11";"Female"
"0793";"Benjamin Washington";"1985-06-26";"Female"
"0794";"Millard Hoover";"1983-01-20";"Male"
"0795";"Andrew Roosevelt";"1982-08-29";"Male"
"0796";"Dwight Madison";"1976-05-11";"Female"
"0797";"Chester Nixon";"1971-07-07";"Male"
"0798";"Chester Jefferson";"1984-08-29";"Male"
"0799";"Zachary Nixon";"1981-11-19";"Female"
"0800";"Benjamin Monroe";"1981-05-08";"Female"
"0801";"Abraham Reagan";"1977-03-12";"Female"
"0802";"John Kennedy";"1982-02-11";"Male"
"0803";"Thomas Roosevelt";"1973-07-05";"Female"
"0804";"John Polk";"1986-07-11";"Female"
"0805";"Warren Quincy";"1985-12-10";"Female"
"0806";"Benjamin Grant";"1983-12-25";"Male"
"0807";"Ronald Harding";"1981-11-08";"Female"
"0808";"Chester Eisenhower";"1979-09-06";"Male"
"0809";"Martin Roosevelt";"1980-07-09";"Female"
"0810";"Calvin Eisenhower";"1983-04-20";"Female"
"0811";"Bill Harrison";"1981-09-27";"Male"
"0812";"Theodore Reagan";"1977-02-01";"Male"
"0813";"Theodore Hayes";"1976-04-13";"Male"
"0814";"Benjamin Quincy";"1977-11-14";"Female"
"0815";"Millard Madison";"1971-11-16";"Male"
"0816";"Woodrow Johnson";"1977-05-25";"Female"
"0817";"George Pierce";"1974-06-24";"Female"
"0818";"Calvin Madison";"1989-09-24";"Male"
"0819";"Woodrow Reagan";"1990-09-09";"Male"
"0820";"Gerald Harrison";"1979-01-29";"Female"
"0821";"Thomas Adams";"1982-09-26";"Male"
"0822";"Millard Garfield";"1987-08-23";"Male"
"0823";"Harry Kennedy";"1979-09-01";"Female"
"0824";"Millard Coolidge";"1980-02-14";"Male"
"0825";"Richard Cleveland";"1986-05-11";"Male"
"0826";"Rutherford Lincoln";"1978-06-08";"Male"
"0827";"John Harrison";"1978-07-27";"Male"
"0828";"Herbert Tyler";"1983-12-12";"Female"
"0829";"Benjamin Clinton";"1984-09-13";"Female"
"0830";"Abraham Taft";"1987-09-22";"Female"
"0831";"Harry Buchanan";"1974-05-31";"Female"
"0832";"George Van Buren";"1978-07-30";"Female"
"0833";"George Roosevelt";"1986-11-20";"Male"
"0834";"Benjamin Hayes";"1982-04-30";"Female"
"0835";"Gerald Roosevelt";"1978-06-21";"Male"
"0836";"Bill Van Buren";"1973-01-23";"Male"
"0837";"Gerald Lincoln";"1987-12-13";"Female"
"0838";"Gerald Jefferson";"1988-01-02";"Male"
"0839";"Rutherford Kennedy";"1975-05-10";"Male"
"0840";"John Carter";"1983-02-05";"Male"
"0841";"Martin Washington";"1979-10-22";"Male"
"0842";"Chester McKinley";"1971-01-10";"Male"
"0843";"Chester Polk";"1970-02-26";"Female"
"0844";"Thomas Buchanan";"1986-08-08";"Female"
"0845";"Ulysses Wilson";"1990-09-02";"Male"
"0846";"William Adams";"1979-01-09";"Female"
"0847";"Benjamin Hoover";"1976-06-16";"Female"
"0848";"James Hayes";"1983-08-29";"Male"
"0849";"Franklin Clinton";"1971-01-20";"Male"
"0850";"Woodrow Adams";"1985-04-16";"Female"
"0851";"Millard Johnson";"1972-06-24";"Female"
"0852";"Zachary Quincy";"1973-12-13";"Female"
"0853";"Martin Grant";"1978-02-05";"Female"
"0854";"Herbert Truman";"1987-07-03";"Female"
"0855";"George Coolidge";"1974-08-22";"Female"
"0856";"Harry Tyler";"1979-03-29";"Female"
"0857";"John Reagan";"1990-10-23";"Male"
"0858";"Ronald Roosevelt";"1977-04-22";"Male"
"0859";"Warren Washington";"1975-08-12";"Female"
"0860";"Millard Adams";"1971-01-05";"Female"
"0861";"Herbert Van Buren";"1974-08-25";"Female"
"0862";"Warren Pierce";"1990-11-30";"Female"
"0863";"James Washington";"1974-05-01";"Female"
"0864";"Jimmy Carter";"1973-07-22";"Female"
"0865";"Lyndon Jefferson";"1990-01-17";"Female"
"0866";"Chester Harding";"1990-01-20";"Female"
"0867";"Calvin Washington";"1987-06-09";"Male"
"0868";"Gerald Grant";"1979-03-17";"Male"
"0869";"John Monroe";"1977-10-15";"Female"
"0870";"Thomas Jefferson";"1970-02-15";"Female"
"0871";"Franklin Fillmore";"1972-05-23";"Male"
"0872";"Benjamin Eisenhower";"1986-06-25";"Male"
"0873";"Harry Fillmore";"1984-05-03";"Female"
"0874";"Woodrow Jackson";"1970-07-05";"Female"
"0875";"Calvin Van Buren";"1990-10-23";"Male"
"0876";"George Ford";"1975-12-17";"Female"
"0877";"Benjamin Johnson";"1981-02-11";"Female"
"0878";"Chester Truman";"1985-04-14";"Male"
"0879";"William Roosevelt";"1974-08-28";"Male"
"0880";"Rutherford Fillmore";"1988-09-16";"Female"
"0881";"Abraham Harrison";"1983-02-05";"Female"
"0882";"Andrew Carter";"1986-05-25";"Female"
"0883";"Franklin Clinton";"1970-07-08";"Male"
"0884";"Richard Taylor";"1987-12-14";"Female"
"0885";"Bill Harrison";"1984-04-21";"Male"
"0886";"George Washington";"1976-07-23";"Female"
"0887";"Herbert Jefferson";"1974-08-11";"Female"
"0888";"Jimmy Buchanan";"1987-06-01";"Female"
"0889";"Grover Grant";"1982-07-07";"Male"
"0890";"Ronald Reagan";"1983-10-05";"Male"
"0891";"Lyndon Buchanan";"1985-02-09";"Male"
"0892";"Ronald Tyler";"1974-07-02";"Male"
"0893";"Franklin Taylor";"1976-12-07";"Male"
"0894";"Rutherford Eisenhower";"1983-04-19";"Female"
"0895";"Woodrow Kennedy";"1976-12-31";"Male"
"0896";"Abraham Fillmore";"1971-01-10";"Female"
"0897";"James Adams";"1990-10-16";"Male"
"0898";"Thomas Hoover";"1970-07-23";"Female"
"0899";"Franklin Taft";"1970-01-16";"Male"
"0900";"Woodrow Wilson";"1987-10-05";"Male"
"0901";"Andrew Johnson";"1972-05-10";"Male"
"0902";"Jimmy Garfield";"1989-10-08";"Female"
"0903";"Ulysses Carter";"1986-05-08";"Female"
"0904";"Bill Buchanan";"1972-05-14";"Female"
"0905";"Chester Hoover";"1975-07-16";"Male"
"0906";"Martin Polk";"1984-01-12";"Male"
"0907";"Lyndon Adams";"1971-08-30";"Female"
"0908";"Gerald Grant";"1989-09-18";"Female"
"0909";"Bill Harrison";"1984-02-02";"Male"
"0910";"George Roosevelt";"1975-08-13";"Female"
"0911";"Zachary Madison";"1990-09-18";"Female"
"0912";"Lyndon Washington";"1989-09-25";"Female"
"0913";"Ronald Polk";"1985-04-29";"Female"
"0914";"Harry Pierce";"1981-08-18";"Female"
"0915";"Warren Harrison";"1984-01-19";"Female"
"0916";"Richard Ford";"1971-01-18";"Female"
"0917";"Richard Truman";"1989-06-13";"Female"
"0918";"Woodrow Madison";"1977-07-03";"Female"
"0919";"Ronald Eisenhower";"1976-02-13";"Male"
"0920";"John Fillmore";"1972-09-21";"Female"
"0921";"Grover Van Buren";"1988-11-13";"Male"
"0922";"James Ford";"1989-08-16";"Female"
"0923";"Benjamin Polk";"1972-10-22";"Male"
"0924";"Ronald Monroe";"1972-05-22";"Female"
"0925";"Thomas Adams";"1972-05-02";"Female"
"0926";"John Washington";"1973-10-22";"Female"
"0927";"Calvin Adams";"1970-07-04";"Female"
"0928";"Gerald Quincy";"1979-10-16";"Male"
"0929";"James Monroe";"1988-04-02";"Female"
"0930";"Millard Madison";"1987-10-14";"Female"
"0931";"Harry Cleveland";"1982-02-25";"Male"
"0932";"Ronald Cleveland";"1970-08-07";"Female"
"0933";"Millard Roosevelt";"1974-06-04";"Female"
"0934";"Gerald Washington";"1976-03-09";"Female"
"0935";"Jimmy Ford";"1974-03-17";"Male"
"0936";"Jimmy Roosevelt";"1989-12-23";"Male"
"0937";"George Truman";"1981-03-09";"Female"
"0938";"William Wilson";"1979-09-22";"Female"
"0939";"Woodrow Harrison";"1975-01-22";"Male"
"0940";"Gerald Johnson";"1975-12-27";"Male"
"0941";"James Madison";"1984-03-20";"Female"
"0942";"Martin Tyler";"1982-05-29";"Female"
"0943";"Ronald Roosevelt";"1975-03-05";"Male"
"0944";"William Garfield";"1990-03-19";"Female"
"0945";"Lyndon Van Buren";"1982-04-06";"Male"
"0946";"Benjamin Adams";"1989-10-07";"Male"
"0947";"Ronald Clinton";"1985-03-25";"Female"
"0948";"Ronald Johnson";"1977-09-07";"Male"
"0949";"George Roosevelt";"1981-08-13";"Female"
"0950";"Andrew Harrison";"1974-10-20";"Female"
"0951";"Woodrow Roosevelt";"1979-07-07";"Male"
"0952";"Calvin Johnson";"1978-01-22";"Female"
"0953";"Millard Harrison";"1982-08-08";"Male"
"0954";"Jimmy Johnson";"1984-06-26";"Female"
"0955";"Calvin Cleveland";"1989-02-22";"Female"
"0956";"Calvin Taylor";"1988-07-19";"Female"
"0957";"Grover Taft";"1978-01-11";"Female"
"0958";"Calvin Johnson";"1986-03-08";"Female"
"0959";"Ulysses Grant";"1972-02-07";"Male"
"0960";"Dwight Roosevelt";"1986-12-19";"Female"
"0961";"Richard Taft";"1984-06-20";"Male"
"0962";"Martin Jackson";"1974-03-19";"Male"
"0963";"Bill Johnson";"1982-06-27";"Male"
"0964";"Gerald Johnson";"1984-04-27";"Male"
"0965";"Thomas Taylor";"1981-03-08";"Female"
"0966";"Bill Eisenhower";"1987-02-23";"Female"
"0967";"Benjamin Johnson";"1979-04-14";"Male"
"0968";"Ronald Harrison";"1973-04-27";"Female"
"0969";"Harry Harrison";"1979-08-28";"Male"
"0970";"Warren Fillmore";"1988-03-12";"Female"
"0971";"Andrew Polk";"1973-09-01";"Female"
"0972";"Chester Clinton";"1977-12-03";"Female"
"0973";"Franklin Adams";"1987-02-12";"Male"
"0974";"Martin Adams";"1984-01-17";"Male"
"0975";"Millard Roosevelt";"1990-12-03";"Female"
"0976";"Franklin Ford";"1976-10-15";"Male"
"0977";"Thomas Quincy";"1976-09-29";"Male"
"0978";"Martin Arthur";"1979-04-01";"Female"
"0979";"Woodrow Grant";"1990-04-21";"Female"
"0980";"Bill Roosevelt";"1971-02-09";"Female"
"0981";"Ulysses Cleveland";"1981-01-20";"Female"
"0982";"Chester McKinley";"1987-01-19";"Male"
"0983";"Ronald Harding";"1987-05-05";"Female"
"0984";"Gerald Lincoln";"1983-11-08";"Female"
"0985";"Woodrow Quincy";"1977-08-02";"Male"
"0986";"Warren Carter";"1970-12-18";"Female"
"0987";"Martin McKinley";"1989-10-20";"Female"
"0988";"Andrew Jackson";"1971-11-09";"Male"
"0989";"Thomas Quincy";"1976-02-10";"Female"
"0990";"Jimmy Quincy";"1975-02-27";"Female"
"0991";"Abraham Pierce";"1985-11-26";"Male"
"0992";"Abraham Tyler";"1979-07-07";"Male"
"0993";"Grover Harding";"1976-07-15";"Female"
"0994";"Martin Reagan";"1988-12-01";"Female"
"0995";"Woodrow Reagan";"1990-06-12";"Female"
"0996";"Warren Johnson";"1977-03-15";"Male"
"0997";"Zachary McKinley";"1977-01-17";"Male"
"0998";"Ulysses Hayes";"1989-12-23";"Female"
"0999";"Jimmy Truman";"1985-04-04";"Female"
"1000";"Gerald Carter";"1984-06-24";"Male"
